hecho_sancionado,instrumento_legal_inflingido,losma_35,gravedad_falta,inversion,tipologia,vias_de_ingreso,tamaño_unidad
"Constatada la presencia de drenajes ácidos, no se realizan monitoreos mensuales de calidad de agua en la sección de salida de la microcuenca donde se encuentra el Depósito de Estériles Donoso.",RCA,a,Graves,3.9,I,DIA,2.73
"El cumplimiento parcial de la medida urgente y transitoria dispuesta en el resuelvo segundo de la Resolución Exenta N° 645, de 6 de agosto de 2015, de la Superintendencia del Medio Ambiente, por cuanto: -Las labores de limpieza efectuadas por ATI S.A., no permitieron disminuir las concentraciones de metales pesados detectadas en el área aledaña al Puerto de Antofagasta. -Las labores de limpieza fueron ejecutadas fuera del plazo establecido, debido a que ATI S.A. no solicitó al Ilustre Segundo Tribunal Ambiental la suspensión de los efectos de la resolución recurrida",Otro,f,Leves,,,,
"La obtención, con fecha 17 de julio de 2022, de unos Niveles de Presión Sonora Corregidos (NPC) de 48 dB(A) y 52 dB(A), medición efectuada en horario nocturno, ambas en condición externa, y en un receptor sensible ubicado en Zona II.",NE,h,Leves,,,,
"B2. La capacidad total de las siete piscinas que se encuentran construidas alcanza un volumen de 137.268 m3, constatandose que se encontraba en operación un volumen total de 682626 m3.",RCA,a,,12.5,I,DIA,8.75
"La obtención, con fecha 05 de septiembre de 2018, de Nivel de Presión Sonora Corregidos (NPC) de 67 dB(A), medición efectuada en horario nocturno, en condición externa, en un receptor sensible ubicado en Zona II.",NE,h,Graves,,,,
"Discontinuidad en el muro de contención suroeste del embalse de relaves, intersectado por un camino de servicio.",RCA,a,Graves,50.0,I,DIA,35.0
"No mantener actualizado el Sistema de Seguimiento de RCA de la Superintendencia del Medio Ambiente, al no haber cargado la información relativa a las consultas de pertinencia realizadas a la RCA N° 037/2011",RSMA,e,Leves,1.5,N,DIA,1.0499999999999998
"Modificación de medidas de mitigación de impactos sobre flora y fauna, sin contar con autorización ambiental para ello. Lo anterior se refleja en las siguientes situaciones: -Inclusión de nuevas especies de fauna, y eliminación de otras contempladas en la línea de base evaluada ambientalmente, tal como se detalla en el anexo N° 1 de la presente resolución. -Se efectuó el rescate de fauna a partir de esa nueva línea de base no evaluada. -Eliminación de especies de flora contempladas en la línea de base evaluada ambientalmente, tal como se detalla en el anexo N° 2 de la presente resolución -Se efectuó el rescate de flora a partir de la nueva línea de base no evaluada. -Las labores de rescate de fauna se efectuaron en una superficie de 195,26 hectáreas, en circunstancias que la superficie de rescate autorizada ambientalmente corresponde a 238,31 hectáreas. -No presentación del estudio comprometido de la capacidad de carga de las áreas de relocalización. -Relocalización de fauna en dos sitios adicionales a los informados en anexo C del adenda 1 del proyecto “Optimización de Obras de la Central Hidroeléctrica Los Cóndores”.",RCA,b,Graves,400.0,C,DIA,280.0
"Cumplimiento parcial de medida de reforestación contenido en el Plan de Manejo de Preservación, respecto a las especies prosopis prosopis chilensis y prosopis flexuosa, en tanto: a.- Se ha plantado un menor número de los individuos comprometidos. b.- Se ha plantado un área menor a la comprometida.",RCA,a,Graves,1700.0,I,EIA,1190.0
"No presentar el segundo reporte trimestral de monitoreo continuo de emisiones, correspondiente al periodo entre 01/04/2014 al 30/06/2014, respecto de las Unidades de Generación 1 y 2 de Central Angamos.",Requerimientos de Información,j,Graves,54.0,C,DIA,37.8
"Ejecución de un proyecto agroindustrial, que cuenta con una capacidad instalada de 23.340 KVA, sin contar con una Resolución de Calificación Ambiental favorable que la autorice.",Elusión,b,Graves,,,,
"La obtención, con fecha 11 de mayo de 2022, de unos niveles de Presión Sonora Corregidos (NPC) de 59 dB(A), 55 dB(A) y 61 dB(A), todas las mediciones efectuadas en horario diurno, en condición interna, con ventana abierta la primera y en condición externa las siguientes y en receptor sensible ubicado en Zona rural.",NE,h,Leves,,,,
"El establecimiento industrial presentó superación de los límites máximos en sus descargas de residuos líquidos a cuerpo de agua fluvial respecto de los contaminantes DBO5, durante los meses de mayo, junio, julio y agosto de 2013, y Coliformes Fecales en los meses de mayo y julio del mismo año.",NE,h,Leves,,,,
Ausencia de rotulación en contenedores de residuos peligrosos.,RCA,a,Leves,0.0,Ñ,DIA,0.0
Acopio de residuos sólidos sin autorización para ello,RCA,a,Graves,,,,
"El titular no cuenta con un registro que permita verificar la aplicación de carga orgánica en el suelo, para el periodo comprendido entre mayo de 2019 y mayo de 2022",RCA,a,Graves,0.05,O,DIA,0.034999999999999996
"La obtención, con fecha 19 de marzo de 2018, de un Nivel de Presión Sonora Corregido (NPC) de 53 [dB(A)] medición efectuada en horario nocturno (21:00 a 07:00hrs.), en condición externa, en un receptor sensible ubicado en Zona III.",NE,h,Leves,,,,
"No haber realizado los estudios de ruido semestrales correspondientes a los años 2016, 2017 y primer semestre de 2019.",RCA,a,Leves,3.7,I,DIA,2.59
No haber ejecutado monitoreos sobre aguas superficiales (aguas lluvias).,RCA,a,Graves,0.06,O,DIA,0.041999999999999996
"SUPERAR EL LIMITE MÁXIMO PERMITIDO DE VOLUMEN DE DESCARGA EN SU PROGRAMA DE MONITOREO: El establecimiento industrial excedió el límite de volumen de descarga exigido en la Res. Ex. N° 275 SMA, de fecha 10 de febrero del año 2021, en los meses de marzo, abril, mayo, junio, julio, agosto y diciembre de 2021; según se detalla en la Tabla N° 1.5 del Anexo N° 1 de la presente Resolución.",Otro,g,Leves,,,,
"Superación del limite de Nivel de Presión Sonora fijado por el D.S. 38/2011, en 4 dBA",NE,h,Leves,,,,
"B.1. No remitió la información solicitada, referida al último Programa de Monitoreo de Suelo del año 2013, que diese cuenta de los resultados de: pH porcentaje de sodio intercambiable conductividad eléctrica y nutrientes.",Elusión,a,Graves,0.0725,O,DIA,0.050749999999999997
"La obtención, con fecha 12 de enero de 2020, de Niveles de Presión Sonora Corregidos (NPC) de 67 dB(A) y 63 dB(A) respectivamente, ambas mediciones efectuadas en horario diurno, en condición externa, en un receptor sensible ubicado en Zona II.",NE,h,Leves,,,,
"No efectuar el manejo integral del guano avícola en la forma evaluada ambientalmente, de forma previa a su aplicación en el suelo, lo que se expresa en: a. No efectuar el proceso de secado de acuerdo a lo señalado en la RCA N°221/2017 para obtener el producto conocido como GAP; b. No efectuar el monitoreo de los parámetros de control (temperatura y humedad).",RCA,a,Graves,0.71,L,DIA,0.49699999999999994
No haber instalado una membrana impermeable en cada trinchera o zanja.,RCA,a,Graves,0.02,,,0.013999999999999999
"Construir el Acueducto Chamonate Candelaria, según un trazado distinto al autorizado por la RCA N° 273/2008",RCA,a,Leves,337.0,I,EIA,235.89999999999998
"Modificación de proyecto consistente en la no implementación del sistema de tratamiento de lixiviados, y su reemplazo por la acumulación y aspersión de estos en piscinas.",RCA,a,Graves,2.0,O,EIA,1.4
"El establecimiento industrial, presentó superación de los límites máximos respecto del parámetro DBO5 y Sólidos Suspendidos Totales, durante los meses de Mayo, Julio y Septiembre de 2015, tal como se expone en la Tabla N°2 de la Res. Ex. N° 1 Rol F-053-2015.",NE,a,Leves,,,,
"B3. El titular no ha instalado la campana de absorcion de gases y olor sobre presa 4000 coin un extractos axial de 0,5 m y …",RCA,a,Leves,0.08,O,DIA,0.055999999999999994
"No dar aviso a la autoridad ni adoptar las medidas preventivas y reparatorias que correspondieren, respecto mediciones elevadas en el parámetro manganeso, para el monitoreo de aguas subterráneas en el Proyecto.",RCA,a,Graves,10.0,O,EIA,7.0
"Ejecución del proyecto Central Hidroeléctrica Los Maquis, al interior de la Zona de Interés Turístico Chelenko, sin contar con Resolución de Calificación Ambiental.",Elusión,b,Graves,,,,
"No haber realizado la medición de sus emisiones de MP con la periodicidad indicada para las dos calderas grupales a leña con registro MINSAL N°689 y N°690, mediante un muestreo isocinético, para el periodo comprendido entre los años 2017-2018.",PPDA,c,Leves,,,,
"La obtención, con fechas 7, 8 y 9 de junio de 2021, de Niveles de Presión Sonora Corregidos (NPC) de 69, 70 y 67 dB(A) respectivamente, todas las mediciones efectuadas en horario diurno, en condición externa, en un receptor sensible ubicado en Zona III.",NE,h,Leves,,,,
"No haber realizado la medición de sus emisiones de MP, de acuerdo a la periodicidad establecida en el artículo 42 del D.S. N°49/2015, mediante un muestreo isocinético que permita acreditar el cumplimiento de los límites de emisión establecidos en el artículo 38 del D.S. N°49/2015, respecto de la caldera la caldera a petróleo, marca Ivar, Modelo Superac 520",PPDA,c,Leves,,,,
"La obtención, con fechas 1 y 2 de marzo de 2017, de un Nivel de Presión Sonora Corregido (NPC) de 57 y 65 dB(A), respectivamente, en horario nocturno, en condición de medición externa, medido en un receptor sensible ubicado en Zona II.",NE,h,Leves,,,,
"Incumplimiento a requerimiento de información efectuado en acta de inspección de 10 de mayo de 2017, por cuanto no se dio respuesta o respondió de forma incompleta, como se detalla en el considerado 51 de la presente Formulación de Cargos.",Elusión,j,Leves,0.8,O,DIA,0.5599999999999999
"No efectuar el procedimiento de calificación de fuente emisora, en circunstancia que se ha constatado una descarga de efluentes líquidos, proveniente del centro de cultivos, a una distancia aproximada de 15 metros de la costa, entrando en contacto directo con el mar.",NE,g,Graves,,,,
El establecimiento industrial no reportó la frecuencia de monitoreo exigida en su programa de monitoreo establecido en Res. Ex. SMA N° 1865/2012 para los parámetros y periodos que se detallan en la tabla N° 3 de la presente resolución.,RCA,a,Leves,0.0,N,DIA,0.0
"El establecimiento industrial no informó los reportes de autocontrol de su programa de monitoreo, correspondiente a los meses de agosto y septiembre de 2017",NE,g,Leves,,,,
"No haber presentado oportunamente el Informe de caracterización arqueológica complementario del sitio Astillero Naval Dalcahue ante el Consejo de Monumentos Nacionales, ni haber obtenido la aprobación por parte de dicho organismo de las medidas de protección y puesta en valor del patrimonio arqueológico y/o paleontológico en el área del proyecto, todo ello previo a la intervención de los sitios.",RCA,a,Graves,1.0,F,DIA,0.7
"El titular no reporta la muestra adicional o remuestreo exigido por exceder el límite máximo establecido durante los períodos de junio de 2017 (DBO5 y Nitrógeno Total Kjeldahl); noviembre de 2017 (DBO5), julio de 2018 (Poder Espumógeno); agosto de 2018 (DBO5, Fósforo y Poder Espumógeno); enero de 2019 (DBO5) y mayo de 2019 (por excedencia de DBO5 y Nitrógeno Total Kjeldahl), como se indica en la Tabla N° 4 de la presente formulación de cargos.",RCA,a,Leves,0.076,O,DIA,0.0532
"Efectuar la descarga de RILes al Canal Olivar, sin informar a la autoridad los reportes de autocontrol exigidos al efecto, desde agosto del año 2014 a agosto del año 2017, según lo indicado en la Tabla N° 4 de la presente resolución, en circunstancias que se constataron descargas en la inspección del año 2015, además de las denuncias presentadas a esta Superintendencia, desde abril de 2013 a julio de 2017",RCA,a,Graves,0.092,O,DIA,0.0644
Se constata la existencia de una Bocatoma construida en concreto no contemplada en el proyecto evaluado ambientalmente y la falta de gaviones instalados en el sector en donde esta se localiza.,RCA,a,Leves,5.0,N,DIA,3.5
"La obtención, con fechas 26 de mayo de 2017 y 16 de julio de 2017, de Niveles de Presión Sonora Corregidos (NPC) de 68 dB(A) y 62 dB(A) respectivamente, todas las mediciones efectuadas en horario nocturno, en condición externa y en receptores sensibles, ambos ubicados en Zona III.",NE,h,Graves,,,,
Existencia de estructuras flotantes no declaradas ni evaluadas ambientalmente.,RCA,a,Leves,2.0,N,DIA,1.4
"Se observó que los aceites lubricantes usados y material empetrolado {paños absorbentes), no cuentan con identificación de su contenido a través de etiquetas u otros medios, ni protección ante incendios. Además, los estanques señalados se encuentran ubicados sobre un pretil en la cubierta del pontón, sin restricciones para su acceso.",RCA,a,Leves,3.5,N,DIA,2.4499999999999997
"No contar con los medios verificadores que permitan comprobar que la chimenea de la planta de emulsiones opera con una eficiencia mayor al 80% en los episodios de mala condición de ventilación, atendido que no cuenta con un Check list de revisión de estado de calderas y un Plan de mantención de caldera.",PPDA,c,Leves,,,,
A1: La ausencia de impermeabilización en las uniones del hormigón del pretil de contención de los estanques de manejo de combustibles.,RCA,a,Leves,50.0,C,DIA,35.0
Ejecución del proyecto inmobiliario “Villa Galilea II” sin contar con una resolución de calificación ambiental que lo autorice a ello.,Elusión,b,Graves,,,,
"No realizar mediciones de NO2, SO2, CO y CO2 en la chimenea.",RCA,a,Leves,8.0,M,DIA,5.6
"No implementación de sistema de manejo de aguas lluvias, al no existir obras de redireccionamiento que separen el agua lluvia del agua normal del lavado de redes, y al no haberse construido los patios cubiertos comprometidos.",RCA,a,Leves,0.4,O,DIA,0.27999999999999997
